user,itemId,score,reg_score,rank,title,genres,ground_truth
15,3118,4.0573177,4.014154779150131,2,,,
15,5646,4.14843,4.086644744873047,3,Valmont (1989),Drama|Romance,
15,3066,4.0664206,4.023160761975228,4,Tora! Tora! Tora! (1970),Action|Drama|War,
15,5056,4.0775194,4.0254659774455614,5,,,
16,1395,4.3825607,4.307963951597823,1,Tin Men (1987),Comedy|Drama,
16,5536,4.2617307,4.216393110599924,2,,,
16,3066,4.269283,4.223864915523124,3,Tora! Tora! Tora! (1970),Action|Drama|War,
16,3611,4.2499547,4.195699959612907,4,,,
16,8833,4.203213,4.185327201193951,5,Vanity Fair (2004),Drama|Romance,
17,5646,4.3053246,4.241202699377181,1,Valmont (1989),Drama|Romance,
17,5056,4.247448,4.193225227518284,2,,,
17,2795,4.2010584,4.156366277248302,3,National Lampoon's Vacation (1983),Comedy,
17,3066,4.238184,4.1930969116535595,4,Tora! Tora! Tora! (1970),Action|Drama|War,
17,8833,4.1698484,4.152104406153902,5,Vanity Fair (2004),Drama|Romance,
18,1395,3.9343948,3.8674264136781082,1,Tin Men (1987),Comedy|Drama,
18,3611,3.7174516,3.6699947438341507,2,,,
18,3066,3.749385,3.7094980427559388,3,Tora! Tora! Tora! (1970),Action|Drama|War,
18,3544,3.7544787,3.6666079150869493,4,Shakes the Clown (1992),Comedy,
18,5646,3.8560317,3.798601397554925,5,Valmont (1989),Drama|Romance,
19,1395,4.4224796,4.347203380503553,1,Tin Men (1987),Comedy|Drama,
19,3066,4.315379,4.269470854008452,2,Tora! Tora! Tora! (1970),Action|Drama|War,
19,3611,4.297062,4.242205810546875,3,,,
19,5056,4.3238544,4.268656304542055,4,,,
19,2795,4.281378,4.235831220099267,5,National Lampoon's Vacation (1983),Comedy,
20,1395,4.224207,4.152305529979949,1,Tin Men (1987),Comedy|Drama,
20,3066,4.0877786,4.04429156222242,2,Tora! Tora! Tora! (1970),Action|Drama|War,
20,3611,4.0645556,4.012667700584899,3,,,
20,5056,4.0985365,4.046214748950715,4,,,
20,6542,4.027668,4.010528986504737,5,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
21,1395,3.6896155,3.6268135222982854,1,Tin Men (1987),Comedy|Drama,
21,5056,3.483299,3.438831369927589,2,,,
21,3611,3.4300897,3.386301332838992,3,,,
21,5646,3.5954216,3.541872721022748,4,Valmont (1989),Drama|Romance,
21,5075,3.4226174,3.3643601174050186,5,Waydowntown (2000),Comedy,
22,1395,4.2024255,4.130894833422722,1,Tin Men (1987),Comedy|Drama,
22,5056,4.072503,4.020513688757064,2,,,
22,3066,4.0614114,4.018204876717101,3,Tora! Tora! Tora! (1970),Action|Drama|War,
22,6542,3.9982834,3.981269414374169,4,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
22,3162,4.1317277,4.043818595561575,5,Simpatico (1999),Comedy|Drama,
23,1395,4.2560415,4.18359826676389,1,Tin Men (1987),Comedy|Drama,
23,5056,4.1345577,4.081776136033079,2,,,
23,5536,4.1154485,4.071667108129948,3,,,
23,8833,4.0476484,4.030424393998816,4,Vanity Fair (2004),Drama|Romance,
23,3162,4.18939,4.100254221165434,5,Simpatico (1999),Comedy|Drama,
24,5646,4.535341,4.46779315725286,1,Valmont (1989),Drama|Romance,
24,5536,4.4822183,4.4345350924958575,2,,,
24,3611,4.473525,4.416416216911154,3,,,
24,2795,4.4612784,4.413818029647178,4,National Lampoon's Vacation (1983),Comedy,
24,6542,4.450698,4.431758758869577,5,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
25,1395,4.2509933,4.178635919854996,1,Tin Men (1987),Comedy|Drama,
25,2158,4.1691537,4.071577752904689,2,,,
25,6542,4.0599194,4.04264310471555,3,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
25,3162,4.1839223,4.094902667593448,4,Simpatico (1999),Comedy|Drama,
25,5056,4.128751,4.07604334405128,5,,,
26,1395,4.3050485,4.231771045035504,1,Tin Men (1987),Comedy|Drama,
26,6542,4.125191,4.1076372065442674,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
26,4261,4.2319317,4.123882366748566,3,,,
26,3611,4.158989,4.105895476645611,4,,,
26,3066,4.1802096,4.135739321404316,5,Tora! Tora! Tora! (1970),Action|Drama|War,
27,1395,3.9025283,3.836102272601838,1,Tin Men (1987),Comedy|Drama,
27,2158,3.787016,3.6983836275465944,2,,,
27,3118,3.7010856,3.661712316756553,3,,,
27,3162,3.8068461,3.725849415393586,4,Simpatico (1999),Comedy|Drama,
27,5646,3.8225698,3.765637955767043,5,Valmont (1989),Drama|Romance,
28,1395,4.433061,4.357604763355661,1,Tin Men (1987),Comedy|Drama,
28,3118,4.3210535,4.275084850635935,2,,,
28,5056,4.3359737,4.280620883373504,3,,,
28,6542,4.2808,4.2625836960812835,4,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
28,3162,4.3799586,4.286768020467555,5,Simpatico (1999),Comedy|Drama,
29,1395,4.522763,4.445779579243761,1,Tin Men (1987),Comedy|Drama,
29,5056,4.4390936,4.382424309913148,2,,,
29,3118,4.426183,4.37909616815283,3,,,
29,2795,4.402856,4.3560169808408045,4,National Lampoon's Vacation (1983),Comedy,
29,3611,4.4162564,4.359878686133851,5,,,
30,1395,4.4097085,4.334649631824899,1,Tin Men (1987),Comedy|Drama,
30,5646,4.3630815,4.2980993910038725,2,Valmont (1989),Drama|Romance,
30,5536,4.293334,4.247660241228469,3,,,
30,3162,4.354737,4.262082830388495,4,Simpatico (1999),Comedy|Drama,
30,5056,4.309245,4.254233469861619,5,,,
31,1395,4.3940277,4.319235748940326,1,Tin Men (1987),Comedy|Drama,
31,3611,4.26347,4.20904289407933,2,,,
31,2158,4.325363,4.224131255454205,3,,,
31,8833,4.2174163,4.1994698341856616,4,Vanity Fair (2004),Drama|Romance,
31,3162,4.3378153,4.245521342500727,5,Simpatico (1999),Comedy|Drama,
32,1395,4.339273,4.265413010374028,1,Tin Men (1987),Comedy|Drama,
32,2158,4.2654405,4.165611006351227,2,,,
32,3611,4.1990685,4.14546341591693,3,,,
32,2795,4.1816063,4.137121119397752,4,National Lampoon's Vacation (1983),Comedy,
32,8833,4.149791,4.13213207975347,5,Vanity Fair (2004),Drama|Romance,
33,1395,4.317956,4.244458847857536,1,Tin Men (1987),Comedy|Drama,
33,5646,4.265289,4.201763251487245,2,Valmont (1989),Drama|Romance,
33,2795,4.156181,4.111966168626826,3,National Lampoon's Vacation (1983),Comedy,
33,5056,4.2046747,4.150998022201214,4,,,
33,3066,4.1949854,4.150357885563627,5,Tora! Tora! Tora! (1970),Action|Drama|War,
34,1395,4.501152,4.424536684726147,1,Tin Men (1987),Comedy|Drama,
34,5056,4.4141836,4.357832336425782,2,,,
34,3066,4.4066854,4.359805720917723,3,Tora! Tora! Tora! (1970),Action|Drama|War,
34,3611,4.3904724,4.334423828125,4,,,
34,2759,4.36818,4.321709800273815,5,Dick (1999),Comedy,
35,1395,3.9159706,3.8493157457798084,1,Tin Men (1987),Comedy|Drama,
35,3544,3.7274969,3.640257574142294,2,Shakes the Clown (1992),Comedy,
35,2795,3.6625538,3.623590449069409,3,National Lampoon's Vacation (1983),Comedy,
35,5646,3.835526,3.778401134369221,4,Valmont (1989),Drama|Romance,
35,5536,3.7063372,3.6669080942235097,5,,,
36,1395,4.4616585,4.385715354757106,1,Tin Men (1987),Comedy|Drama,
36,5536,4.3540254,4.30770594515699,2,,,
36,8833,4.301625,4.283319988656551,3,Vanity Fair (2004),Drama|Romance,
36,2158,4.3996096,4.296639980153834,4,,,
36,5646,4.4185934,4.352784568705458,5,Valmont (1989),Drama|Romance,
37,1395,4.2345243,4.162447241519359,1,Tin Men (1987),Comedy|Drama,
37,5536,4.0898104,4.046301750426597,2,,,
37,6542,4.039039,4.021851734404868,3,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
37,2158,4.1512294,4.054072949226867,4,,,
37,3118,4.091011,4.047489653242396,5,,,
38,1395,4.378297,4.303772650373743,1,Tin Men (1987),Comedy|Drama,
38,4261,4.311655,4.201570234907434,2,,,
38,5646,4.329566,4.26508310399157,3,Valmont (1989),Drama|Romance,
38,5536,4.2567735,4.211488647663847,4,,,
38,3162,4.320851,4.2289178523611515,5,Simpatico (1999),Comedy|Drama,
39,1395,4.469898,4.3938148498535154,1,Tin Men (1987),Comedy|Drama,
39,3118,4.364125,4.317697915625065,2,,,
39,5536,4.3636775,4.317255400596781,3,,,
39,5056,4.378235,4.322342503324468,4,,,
39,3066,4.370342,4.323848780165328,5,Tora! Tora! Tora! (1970),Action|Drama|War,
40,1395,4.058623,3.9895398951591328,1,Tin Men (1987),Comedy|Drama,
40,5056,3.9052436,3.855389461111515,2,,,
40,4261,3.960257,3.8591441073316206,3,,,
40,6542,3.8190203,3.8027691212106256,4,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
40,3162,3.9750504,3.890474907895352,5,Simpatico (1999),Comedy|Drama,
41,1395,4.468785,4.392720386829782,1,Tin Men (1987),Comedy|Drama,
41,5056,4.3769555,4.321079481408951,2,,,
41,3118,4.3628206,4.316407639929589,3,,,
41,3611,4.3519583,4.296401360694398,4,,,
41,4261,4.4105372,4.2979277813688235,5,,,
42,1395,4.710953,4.630766797573008,1,Tin Men (1987),Comedy|Drama,
42,6542,4.6270413,4.6073518022577815,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
42,5646,4.686428,4.616630205195001,3,Valmont (1989),Drama|Romance,
42,3162,4.6820107,4.582393402748919,4,Simpatico (1999),Comedy|Drama,
42,5536,4.649241,4.599780960285917,5,,,
43,1395,4.3604813,4.286260304552443,1,Tin Men (1987),Comedy|Drama,
43,5056,4.2530584,4.198764070551446,2,,,
43,3162,4.3016515,4.210126978285769,3,Simpatico (1999),Comedy|Drama,
43,3118,4.236603,4.191532540828624,4,,,
43,3611,4.223972,4.170048798906042,5,,,
44,1395,4.460839,4.384909623734495,1,Tin Men (1987),Comedy|Drama,
44,4261,4.401836,4.289448618381582,2,,,
44,3611,4.3425217,4.287085220661569,3,,,
44,5056,4.3678303,4.312070741044714,4,,,
44,8833,4.3005996,4.282299151319139,5,Vanity Fair (2004),Drama|Romance,
45,1395,4.4908996,4.414458719212958,1,Tin Men (1987),Comedy|Drama,
45,2158,4.431792,4.328068995983043,2,,,
45,5056,4.402382,4.346181277011303,3,,,
45,3118,4.3887434,4.342054640993159,4,,,
45,3162,4.4425335,4.3480115038283325,5,Simpatico (1999),Comedy|Drama,
46,1395,4.1053305,4.035452501824562,1,Tin Men (1987),Comedy|Drama,
46,5056,3.9560986,3.905595170690658,2,,,
46,2158,4.007391,3.913600974387311,3,,,
46,2795,3.893367,3.8519482536518828,4,National Lampoon's Vacation (1983),Comedy,
46,5646,4.038311,3.978165947122777,5,Valmont (1989),Drama|Romance,
47,1395,4.5145993,4.437755079472319,1,Tin Men (1987),Comedy|Drama,
47,6542,4.3811803,4.362536966039779,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
47,3118,4.4165807,4.369595776212977,3,,,
47,5536,4.416166,4.369185341165421,4,,,
47,2795,4.3929167,4.3461835232186825,5,National Lampoon's Vacation (1983),Comedy,
48,1395,4.4347677,4.359282315031011,1,Tin Men (1987),Comedy|Drama,
48,4261,4.373313,4.261653896088296,2,,,
48,3118,4.3230457,4.277055882393046,3,,,
48,2795,4.296192,4.2504879971767995,4,National Lampoon's Vacation (1983),Comedy,
48,2759,4.286904,4.241298497991359,5,Dick (1999),Comedy,
49,1395,3.923884,3.8570944015015947,1,Tin Men (1987),Comedy|Drama,
49,5536,3.7153964,3.6758709106039493,2,,,
49,3118,3.7182496,3.678693713025844,3,,,
49,5056,3.745444,3.697629879890604,4,,,
49,5075,3.691833,3.628993308290522,5,Waydowntown (2000),Comedy,
50,1395,4.4948745,4.418365975643726,1,Tin Men (1987),Comedy|Drama,
50,5536,4.3929915,4.346257590233011,2,,,
50,2158,4.436169,4.332343912124634,3,,,
50,3066,4.399377,4.352574987614409,4,Tora! Tora! Tora! (1970),Action|Drama|War,
50,2759,4.3604746,4.314086558971,5,Dick (1999),Comedy,
51,1395,4.575198,4.497322459931069,1,Tin Men (1987),Comedy|Drama,
51,3066,4.493175,4.4453752953955465,2,Tora! Tora! Tora! (1970),Action|Drama|War,
51,3611,4.4790454,4.421866088217877,3,,,
51,5056,4.499704,4.44226085581678,4,,,
51,5536,4.4876575,4.4399165092630595,5,,,
52,1395,4.7361526,4.655537284688746,1,Tin Men (1987),Comedy|Drama,
52,5536,4.6794543,4.629672897622941,2,,,
52,5056,4.6873055,4.627467508518949,3,,,
52,6542,4.659027,4.639201452376994,4,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
52,3611,4.673832,4.614166000041556,5,,,
53,1395,4.107214,4.0373039489096785,1,Tin Men (1987),Comedy|Drama,
53,5056,3.9606154,3.910054348884745,2,,,
53,5536,3.9358082,3.893937881956709,3,,,
53,2158,4.0107408,3.9168723562930494,4,,,
53,3118,3.9377966,3.8959051395984408,5,,,
54,1395,4.0599585,3.990852782066832,1,Tin Men (1987),Comedy|Drama,
54,3611,3.8602567,3.810976799498213,2,,,
54,5056,3.9018674,3.852056316619224,3,,,
54,2795,3.8362691,3.7954577664111526,4,National Lampoon's Vacation (1983),Comedy,
54,5646,3.9878926,3.9284984821968894,5,Valmont (1989),Drama|Romance,
55,1395,4.4095235,4.334467768161855,1,Tin Men (1987),Comedy|Drama,
55,6542,4.252008,4.233914310374159,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
55,3118,4.2936068,4.2479300904781265,3,,,
55,2795,4.2657843,4.220403579955406,4,National Lampoon's Vacation (1983),Comedy,
55,3066,4.300403,4.2546541487916985,5,Tora! Tora! Tora! (1970),Action|Drama|War,
56,1395,4.2873573,4.214381035338056,1,Tin Men (1987),Comedy|Drama,
56,4261,4.209508,4.102031143675459,2,,,
56,3066,4.156129,4.111914746304776,3,Tora! Tora! Tora! (1970),Action|Drama|War,
56,3611,4.1339183,4.081144860450258,4,,,
56,5646,4.2320337,4.169003439964132,5,Valmont (1989),Drama|Romance,
57,1395,4.4909134,4.414472312115608,1,Tin Men (1987),Comedy|Drama,
57,5056,4.4023986,4.34619775325694,2,,,
57,5536,4.388328,4.341643734181181,3,,,
57,2795,4.3641295,4.31770263326929,4,National Lampoon's Vacation (1983),Comedy,
57,6542,4.3519187,4.3333998943897,5,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
58,1395,4.4995036,4.4229163169860835,1,Tin Men (1987),Comedy|Drama,
58,3162,4.4518547,4.357134392920961,2,Simpatico (1999),Comedy|Drama,
58,2795,4.374561,4.328022951775409,3,National Lampoon's Vacation (1983),Comedy,
58,4261,4.4442053,4.330736213034772,4,,,
58,3118,4.398843,4.352046611461234,5,,,
59,1395,4.3568645,4.282705057428238,1,Tin Men (1987),Comedy|Drama,
59,3611,4.219721,4.165852063767454,2,,,
59,3118,4.2324095,4.187383844497356,3,,,
59,3162,4.2977552,4.206313640513319,4,Simpatico (1999),Comedy|Drama,
59,4261,4.2882986,4.178810131803472,5,,,
60,1395,4.3696365,4.295259743548454,1,Tin Men (1987),Comedy|Drama,
60,5646,4.3203325,4.25598714909655,2,Valmont (1989),Drama|Romance,
60,5056,4.2634926,4.209065019323471,3,,,
60,3118,4.247226,4.202042980397001,4,,,
60,3611,4.234739,4.180678331091049,5,,,
61,1395,4.507355,4.430634273366725,1,Tin Men (1987),Comedy|Drama,
61,6542,4.3722215,4.353616272134984,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
61,2158,4.4499245,4.345777300570874,3,,,
61,5646,4.46751,4.400972837082883,4,Valmont (1989),Drama|Romance,
61,3162,4.4603643,4.365462972762737,5,Simpatico (1999),Comedy|Drama,
62,1395,4.2568502,4.184393217208537,1,Tin Men (1987),Comedy|Drama,
62,3066,4.1235332,4.079665873913055,2,Tora! Tora! Tora! (1970),Action|Drama|War,
62,5536,4.113855,4.070090471430028,3,,,
62,3611,4.1007714,4.048421153616398,4,,,
62,2795,4.0816603,4.0382383529176105,5,National Lampoon's Vacation (1983),Comedy,
63,1395,4.366306,4.291985728892874,1,Tin Men (1987),Comedy|Drama,
63,5646,4.316782,4.252489499842867,2,Valmont (1989),Drama|Romance,
63,2158,4.295004,4.1944825233297145,3,,,
63,3066,4.250556,4.2053373113591626,4,Tora! Tora! Tora! (1970),Action|Drama|War,
63,2759,4.203748,4.1590275003554975,5,Dick (1999),Comedy,
64,1395,4.3565125,4.282359141491829,1,Tin Men (1987),Comedy|Drama,
64,3611,4.2193084,4.16544486512529,2,,,
64,5536,4.2314777,4.186462016815835,3,,,
64,8833,4.1710296,4.1532805057282145,4,Vanity Fair (2004),Drama|Romance,
64,2158,4.2842894,4.184018758002748,5,,,
65,1395,4.484151,4.4078249139988674,1,Tin Men (1987),Comedy|Drama,
65,3066,4.386904,4.340234573851241,2,Tora! Tora! Tora! (1970),Action|Drama|War,
65,3611,4.3702273,4.31443720066801,3,,,
65,3162,4.4352245,4.340858053653798,4,Simpatico (1999),Comedy|Drama,
65,2759,4.3473043,4.3010564256221695,5,Dick (1999),Comedy,
66,1395,4.345916,4.271942759574728,1,Tin Men (1987),Comedy|Drama,
66,6542,4.174608,4.156843940247881,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
66,4261,4.2763767,4.1671926376667425,3,,,
66,5056,4.2364755,4.182392802137009,4,,,
66,2795,4.189538,4.144968448801244,5,National Lampoon's Vacation (1983),Comedy,
67,1395,4.048787,3.9798715916085747,1,Tin Men (1987),Comedy|Drama,
67,3118,3.8753467,3.834119568479822,2,,,
67,3611,3.857811,3.808562323387633,3,,,
67,3544,3.8880463,3.797049437177942,4,Shakes the Clown (1992),Comedy,
67,5056,3.8981938,3.8484296595796623,5,,,
68,1395,4.5131245,4.436305326096555,1,Tin Men (1987),Comedy|Drama,
68,2158,4.4562845,4.35198850225895,2,,,
68,5056,4.427978,4.371450659569273,3,,,
68,3611,4.40475,4.348519020892204,4,,,
68,6542,4.379355,4.360719400771121,5,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
69,1395,4.4685025,4.392442904127405,1,Tin Men (1987),Comedy|Drama,
69,5646,4.425915,4.3599968849344455,2,Valmont (1989),Drama|Romance,
69,4261,4.410228,4.297626215346316,3,,,
69,2158,4.4071374,4.303991625156809,4,,,
69,5056,4.3766313,4.320759371493725,5,,,
70,1395,4.379501,4.304956170345874,1,Tin Men (1987),Comedy|Drama,
70,3611,4.24635,4.192141090555394,2,,,
70,3118,4.258681,4.213375705353758,3,,,
70,2158,4.3094482,4.2085888152426865,4,,,
70,5056,4.2747416,4.220170479632438,5,,,
71,1395,4.4565387,4.3806826997310555,1,Tin Men (1987),Comedy|Drama,
71,3162,4.40534,4.311609552261677,2,Simpatico (1999),Comedy|Drama,
71,3118,4.3484874,4.302226873154336,3,,,
71,5056,4.362894,4.307197538335273,4,,,
71,2759,4.3134885,4.2676003080733285,5,Dick (1999),Comedy,
72,1395,4.3506246,4.27657137728752,1,Tin Men (1987),Comedy|Drama,
72,2158,4.277849,4.1777293225552175,2,,,
72,5646,4.300071,4.236027155531214,3,Valmont (1989),Drama|Romance,
72,3611,4.212392,4.158616638183593,4,,,
72,4261,4.281503,4.172188225198299,5,,,
73,1395,4.4986,4.422028091106009,1,Tin Men (1987),Comedy|Drama,
73,3118,4.3977814,4.350996463856799,2,,,
73,6542,4.361405,4.342845726013183,3,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
73,4261,4.4432135,4.329769714842452,4,,,
73,3066,4.4037147,4.356866628565687,5,Tora! Tora! Tora! (1970),Action|Drama|War,
74,1395,4.0832014,4.013700107817954,1,Tin Men (1987),Comedy|Drama,
74,5646,4.0150666,3.955267759079629,2,Valmont (1989),Drama|Romance,
74,3162,4.0015216,3.9163828301937023,3,Simpatico (1999),Comedy|Drama,
74,5536,3.9079688,3.8663946237969906,4,,,
74,3118,3.9099722,3.86837674201803,5,,,
75,1395,4.019831,3.951408522179786,1,Tin Men (1987),Comedy|Drama,
75,3118,3.8348603,3.7940639384249426,2,,,
75,6542,3.7690344,3.7529959414867644,3,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
75,4261,3.916044,3.8160598947646767,4,,,
75,3611,3.816757,3.768032406746073,5,,,
76,1395,4.3156486,4.2421907079980725,1,Tin Men (1987),Comedy|Drama,
76,3066,4.1923566,4.147757048302509,2,Tora! Tora! Tora! (1970),Action|Drama|War,
76,2795,4.1534433,4.109257769077383,3,National Lampoon's Vacation (1983),Comedy,
76,3162,4.253401,4.162902913195022,4,Simpatico (1999),Comedy|Drama,
76,2759,4.1426473,4.098576550788068,5,Dick (1999),Comedy,
77,1395,4.204341,4.1327776848001685,1,Tin Men (1987),Comedy|Drama,
77,3162,4.133949,4.045992445438466,2,Simpatico (1999),Comedy|Drama,
77,4261,4.122662,4.017402610372989,3,,,
77,3544,4.0677114,3.972509598224721,4,Shakes the Clown (1992),Comedy,
77,5646,4.144639,4.082910349013957,5,Valmont (1989),Drama|Romance,
78,1395,4.467041,4.391006274933511,1,Tin Men (1987),Comedy|Drama,
78,6542,4.3225107,4.304117056664,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
78,3118,4.3607783,4.314387072908118,3,,,
78,2158,4.40553,4.302421827519193,4,,,
78,8833,4.308359,4.290025702943193,5,Vanity Fair (2004),Drama|Romance,
79,1395,4.5642514,4.486562036960683,1,Tin Men (1987),Comedy|Drama,
79,5056,4.48703,4.429748794880319,2,,,
79,6542,4.442795,4.423889290018285,3,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
79,3611,4.4659104,4.408898812151969,4,,,
79,2759,4.4460287,4.398730531651923,5,Dick (1999),Comedy,
80,1395,4.0570116,3.9879560876399913,1,Tin Men (1987),Comedy|Drama,
80,3544,3.8906174,3.7995603683147023,2,Shakes the Clown (1992),Comedy,
80,3162,3.9700892,3.8856192142405406,3,Simpatico (1999),Comedy|Drama,
80,6542,3.8100338,3.7938208884381233,4,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
80,5536,3.8726065,3.831408574226055,5,,,
81,1395,4.293663,4.220579398946559,1,Tin Men (1987),Comedy|Drama,
81,3118,4.1593194,4.115071322055574,2,,,
