user,itemId,score,rank,category,title,genres
6,2097,4.0991926,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
7,3008,4.259412,1,short_head,Last Night (1998),Drama|Sci-Fi
7,1395,4.412317,2,long_tail,Tin Men (1987),Comedy|Drama
7,2075,4.2213073,3,short_head,Mephisto (1981),Drama|War
7,2427,4.2142143,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
7,2097,4.2108254,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
8,3008,4.2117515,1,short_head,Last Night (1998),Drama|Sci-Fi
8,1395,4.371542,2,long_tail,Tin Men (1987),Comedy|Drama
8,2075,4.1717186,3,short_head,Mephisto (1981),Drama|War
8,3066,4.29511,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
8,2427,4.1644096,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
9,3008,4.11843,1,short_head,Last Night (1998),Drama|Sci-Fi
9,1395,4.2944627,2,long_tail,Tin Men (1987),Comedy|Drama
9,2075,4.0747824,3,short_head,Mephisto (1981),Drama|War
9,3066,4.2098055,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
9,2427,4.066818,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
10,3008,4.4254513,1,short_head,Last Night (1998),Drama|Sci-Fi
10,1395,4.547715,2,long_tail,Tin Men (1987),Comedy|Drama
10,2075,4.3946753,3,short_head,Mephisto (1981),Drama|War
10,2427,4.3889327,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
10,2097,4.3861885,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
11,3008,4.635014,1,short_head,Last Night (1998),Drama|Sci-Fi
11,1395,4.7155495,2,long_tail,Tin Men (1987),Comedy|Drama
11,2075,4.614486,3,short_head,Mephisto (1981),Drama|War
11,2427,4.6106443,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
11,2097,4.608806,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
12,3008,4.3365407,1,short_head,Last Night (1998),Drama|Sci-Fi
12,1395,4.475482,2,long_tail,Tin Men (1987),Comedy|Drama
12,2075,4.301754,3,short_head,Mephisto (1981),Drama|War
12,2427,4.2952724,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
12,3066,4.4089026,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
13,3008,4.363667,1,short_head,Last Night (1998),Drama|Sci-Fi
13,1395,4.497448,2,long_tail,Tin Men (1987),Comedy|Drama
13,2075,4.3301206,3,short_head,Mephisto (1981),Drama|War
13,2427,4.323953,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
13,2097,4.320872,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
14,3008,4.1064553,1,short_head,Last Night (1998),Drama|Sci-Fi
14,1395,4.284409,2,long_tail,Tin Men (1987),Comedy|Drama
14,2075,4.0622754,3,short_head,Mephisto (1981),Drama|War
14,2427,4.0542107,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
14,2097,4.050048,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
15,3008,4.1919975,1,short_head,Last Night (1998),Drama|Sci-Fi
15,1395,4.3575163,2,long_tail,Tin Men (1987),Comedy|Drama
15,2075,4.150892,3,short_head,Mephisto (1981),Drama|War
15,2427,4.1424937,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
15,2097,4.13924,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
16,3008,4.3377852,1,short_head,Last Night (1998),Drama|Sci-Fi
16,1395,4.476498,2,long_tail,Tin Men (1987),Comedy|Drama
16,2075,4.303054,3,short_head,Mephisto (1981),Drama|War
16,2427,4.2965813,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
16,2097,4.2934885,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
17,3008,4.326543,1,short_head,Last Night (1998),Drama|Sci-Fi
17,3066,4.3997674,2,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
17,2075,4.2913566,3,short_head,Mephisto (1981),Drama|War
17,2427,4.284891,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
17,3162,4.3972235,5,long_tail,Simpatico (1999),Comedy|Drama
18,3008,3.8289485,1,short_head,Last Night (1998),Drama|Sci-Fi
18,1395,4.085346,2,long_tail,Tin Men (1987),Comedy|Drama
18,2075,3.7677999,3,short_head,Mephisto (1981),Drama|War
18,3162,3.9653409,4,long_tail,Simpatico (1999),Comedy|Drama
18,2427,3.7533731,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
19,3008,4.3903537,1,short_head,Last Night (1998),Drama|Sci-Fi
19,1395,4.518144,2,long_tail,Tin Men (1987),Comedy|Drama
19,2075,4.358009,3,short_head,Mephisto (1981),Drama|War
19,2427,4.3521132,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
19,3066,4.4572587,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
20,3008,4.1457806,1,short_head,Last Night (1998),Drama|Sci-Fi
20,1395,4.3179107,2,long_tail,Tin Men (1987),Comedy|Drama
20,2075,4.1031904,3,short_head,Mephisto (1981),Drama|War
20,3066,4.234962,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
20,2427,4.095395,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
21,3008,3.4694078,1,short_head,Last Night (1998),Drama|Sci-Fi
21,1395,3.7943242,2,long_tail,Tin Men (1987),Comedy|Drama
21,2075,3.4055276,3,short_head,Mephisto (1981),Drama|War
21,2427,3.3890743,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
21,2097,3.3873153,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
22,3008,4.1148987,1,short_head,Last Night (1998),Drama|Sci-Fi
22,1395,4.293347,2,long_tail,Tin Men (1987),Comedy|Drama
22,2427,4.0612893,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
22,3066,4.208031,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
22,3505,4.0338135,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
23,3008,4.1724234,1,short_head,Last Night (1998),Drama|Sci-Fi
23,1395,4.3404884,2,long_tail,Tin Men (1987),Comedy|Drama
23,2075,4.130838,3,short_head,Mephisto (1981),Drama|War
23,2427,4.1230726,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
23,2097,4.119392,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
24,3008,4.5701785,1,short_head,Last Night (1998),Drama|Sci-Fi
24,3066,4.6192966,2,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
24,2075,4.546361,3,short_head,Mephisto (1981),Drama|War
24,2427,4.541908,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
24,3162,4.617602,5,long_tail,Simpatico (1999),Comedy|Drama
25,3008,4.2229123,1,short_head,Last Night (1998),Drama|Sci-Fi
25,1395,4.380842,2,long_tail,Tin Men (1987),Comedy|Drama
25,2075,4.1833363,3,short_head,Mephisto (1981),Drama|War
25,2427,4.1761403,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
25,2097,4.1724606,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
26,3008,4.222351,1,short_head,Last Night (1998),Drama|Sci-Fi
26,1395,4.381797,2,long_tail,Tin Men (1987),Comedy|Drama
26,2075,4.1827188,3,short_head,Mephisto (1981),Drama|War
26,2427,4.17533,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
26,3066,4.3051724,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
27,3008,3.757013,1,short_head,Last Night (1998),Drama|Sci-Fi
27,1395,4.027557,2,long_tail,Tin Men (1987),Comedy|Drama
27,2075,3.6930509,3,short_head,Mephisto (1981),Drama|War
27,3162,3.8988888,4,long_tail,Simpatico (1999),Comedy|Drama
27,2427,3.6776054,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
28,3008,4.426244,1,short_head,Last Night (1998),Drama|Sci-Fi
28,1395,4.548356,2,long_tail,Tin Men (1987),Comedy|Drama
28,2075,4.3955045,3,short_head,Mephisto (1981),Drama|War
28,2427,4.389769,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
28,2097,4.3870273,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
29,3008,4.531877,1,short_head,Last Night (1998),Drama|Sci-Fi
29,1395,4.63337,2,long_tail,Tin Men (1987),Comedy|Drama
29,2075,4.5061665,3,short_head,Mephisto (1981),Drama|War
29,2427,4.5013614,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
29,2097,4.4990644,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
30,3008,4.3446317,1,short_head,Last Night (1998),Drama|Sci-Fi
30,1395,4.4820814,2,long_tail,Tin Men (1987),Comedy|Drama
30,2075,4.310202,3,short_head,Mephisto (1981),Drama|War
30,2427,4.3037853,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
30,2097,4.300719,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
31,3008,4.353462,1,short_head,Last Night (1998),Drama|Sci-Fi
31,1395,4.4892774,2,long_tail,Tin Men (1987),Comedy|Drama
31,2075,4.3194237,3,short_head,Mephisto (1981),Drama|War
31,2097,4.3100467,4,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
31,3505,4.2934484,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
32,3008,4.3109818,1,short_head,Last Night (1998),Drama|Sci-Fi
32,1395,4.4546027,2,long_tail,Tin Men (1987),Comedy|Drama
32,2075,4.2750793,3,short_head,Mephisto (1981),Drama|War
32,3066,4.3857374,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
32,2427,4.2683916,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
33,3008,4.272733,1,short_head,Last Night (1998),Drama|Sci-Fi
33,1395,4.4219217,2,long_tail,Tin Men (1987),Comedy|Drama
33,2075,4.2352347,3,short_head,Mephisto (1981),Drama|War
33,2427,4.2284117,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
33,3066,4.3506374,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
34,3008,4.4775934,1,short_head,Last Night (1998),Drama|Sci-Fi
34,1395,4.589791,2,long_tail,Tin Men (1987),Comedy|Drama
34,2075,4.4492636,3,short_head,Mephisto (1981),Drama|War
34,2427,4.443974,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
34,2097,4.4414444,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
35,3008,3.81946,1,short_head,Last Night (1998),Drama|Sci-Fi
35,1395,4.0865583,2,long_tail,Tin Men (1987),Comedy|Drama
35,2075,3.7570848,3,short_head,Mephisto (1981),Drama|War
35,2427,3.742211,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
35,3162,3.9585009,5,long_tail,Simpatico (1999),Comedy|Drama
36,3008,4.439012,1,short_head,Last Night (1998),Drama|Sci-Fi
36,1395,4.558678,2,long_tail,Tin Men (1987),Comedy|Drama
36,2075,4.408866,3,short_head,Mephisto (1981),Drama|War
36,2427,4.40324,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
36,2097,4.4005504,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
37,3008,4.1825194,1,short_head,Last Night (1998),Drama|Sci-Fi
37,1395,4.3473334,2,long_tail,Tin Men (1987),Comedy|Drama
37,2075,4.1412635,3,short_head,Mephisto (1981),Drama|War
37,2427,4.1332393,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
37,2097,4.1297016,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
38,3008,4.336487,1,short_head,Last Night (1998),Drama|Sci-Fi
38,1395,4.4754386,2,long_tail,Tin Men (1987),Comedy|Drama
38,2075,4.3016977,3,short_head,Mephisto (1981),Drama|War
38,2427,4.295215,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
38,2097,4.292117,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
39,3008,4.4203353,1,short_head,Last Night (1998),Drama|Sci-Fi
39,1395,4.5435753,2,long_tail,Tin Men (1987),Comedy|Drama
39,2075,4.389323,3,short_head,Mephisto (1981),Drama|War
39,2427,4.3835373,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
39,2097,4.3807716,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
40,3008,3.9643228,1,short_head,Last Night (1998),Drama|Sci-Fi
40,1395,4.175623,2,long_tail,Tin Men (1987),Comedy|Drama
40,2075,3.908866,3,short_head,Mephisto (1981),Drama|War
40,2427,3.8959613,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
40,2097,3.8925183,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
41,3008,4.405858,1,short_head,Last Night (1998),Drama|Sci-Fi
41,1395,4.5318513,2,long_tail,Tin Men (1987),Comedy|Drama
41,2075,4.3741817,3,short_head,Mephisto (1981),Drama|War
41,3066,4.471582,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
41,2427,4.368273,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
42,3008,4.698357,1,short_head,Last Night (1998),Drama|Sci-Fi
42,1395,4.7656226,2,long_tail,Tin Men (1987),Comedy|Drama
42,2075,4.6811466,3,short_head,Mephisto (1981),Drama|War
42,2427,4.6779227,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
42,3066,4.7336807,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
43,3008,4.315225,1,short_head,Last Night (1998),Drama|Sci-Fi
43,1395,4.457932,2,long_tail,Tin Men (1987),Comedy|Drama
43,2075,4.2795463,3,short_head,Mephisto (1981),Drama|War
43,2427,4.272992,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
43,3066,4.389429,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
44,3008,4.450348,1,short_head,Last Night (1998),Drama|Sci-Fi
44,1395,4.5678315,2,long_tail,Tin Men (1987),Comedy|Drama
44,2075,4.420731,3,short_head,Mephisto (1981),Drama|War
44,2427,4.415203,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
44,2097,4.41256,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
45,3008,4.4277296,1,short_head,Last Night (1998),Drama|Sci-Fi
45,1395,4.549558,2,long_tail,Tin Men (1987),Comedy|Drama
45,2075,4.39706,3,short_head,Mephisto (1981),Drama|War
45,2427,4.391337,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
45,2097,4.3886013,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
46,3008,4.028824,1,short_head,Last Night (1998),Drama|Sci-Fi
46,1395,4.2383566,2,long_tail,Tin Men (1987),Comedy|Drama
46,2075,3.9754248,3,short_head,Mephisto (1981),Drama|War
46,3066,4.140238,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
46,2427,3.96276,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
47,3008,4.471314,1,short_head,Last Night (1998),Drama|Sci-Fi
47,1395,4.5847344,2,long_tail,Tin Men (1987),Comedy|Drama
47,2075,4.4426856,3,short_head,Mephisto (1981),Drama|War
47,2427,4.4373407,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
47,2097,4.4347854,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
48,3008,4.4126277,1,short_head,Last Night (1998),Drama|Sci-Fi
48,1395,4.5373354,2,long_tail,Tin Men (1987),Comedy|Drama
48,2075,4.3812613,3,short_head,Mephisto (1981),Drama|War
48,2427,4.37541,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
48,2097,4.3726125,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
49,1395,4.0971274,1,long_tail,Tin Men (1987),Comedy|Drama
49,3008,3.83153,2,short_head,Last Night (1998),Drama|Sci-Fi
49,3162,3.9703581,3,long_tail,Simpatico (1999),Comedy|Drama
49,2075,3.7695856,4,short_head,Mephisto (1981),Drama|War
49,3066,3.9679554,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
50,3008,4.448897,1,short_head,Last Night (1998),Drama|Sci-Fi
50,1395,4.5666604,2,long_tail,Tin Men (1987),Comedy|Drama
50,2075,4.419213,3,short_head,Mephisto (1981),Drama|War
50,3066,4.5103884,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
50,2427,4.4136724,5,short_head,"Thin Red Line, The (1998)",Action|Drama|War
51,3008,4.584603,1,short_head,Last Night (1998),Drama|Sci-Fi
51,1395,4.675483,2,long_tail,Tin Men (1987),Comedy|Drama
51,2075,4.561507,3,short_head,Mephisto (1981),Drama|War
51,2427,4.5571885,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
51,3066,4.6322045,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
52,3008,4.7460713,1,short_head,Last Night (1998),Drama|Sci-Fi
52,1395,4.803085,2,long_tail,Tin Men (1987),Comedy|Drama
52,2075,4.731365,3,short_head,Mephisto (1981),Drama|War
52,2427,4.7287374,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
52,2097,4.727356,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
53,3008,4.080043,1,short_head,Last Night (1998),Drama|Sci-Fi
53,1395,4.266061,2,long_tail,Tin Men (1987),Comedy|Drama
53,2075,4.032816,3,short_head,Mephisto (1981),Drama|War
53,2427,4.022364,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
53,2097,4.01901,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
54,3008,3.9429781,1,short_head,Last Night (1998),Drama|Sci-Fi
54,1395,4.181917,2,long_tail,Tin Men (1987),Comedy|Drama
54,2075,3.8861098,3,short_head,Mephisto (1981),Drama|War
54,2427,3.8723495,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
54,2097,3.8690593,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
55,3008,4.3839207,1,short_head,Last Night (1998),Drama|Sci-Fi
55,1395,4.5140514,2,long_tail,Tin Men (1987),Comedy|Drama
55,2075,4.3512464,3,short_head,Mephisto (1981),Drama|War
55,2427,4.345154,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
55,2097,4.342242,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
56,2075,4.2345147,1,short_head,Mephisto (1981),Drama|War
56,1395,4.422207,2,long_tail,Tin Men (1987),Comedy|Drama
56,2427,4.226895,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
56,3505,4.2045827,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
56,3066,4.350982,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
57,3008,4.457635,1,short_head,Last Night (1998),Drama|Sci-Fi
57,1395,4.5737095,2,long_tail,Tin Men (1987),Comedy|Drama
57,2075,4.4283605,3,short_head,Mephisto (1981),Drama|War
57,2427,4.4228964,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
57,2097,4.4202833,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
58,3008,4.4766955,1,short_head,Last Night (1998),Drama|Sci-Fi
58,1395,4.589067,2,long_tail,Tin Men (1987),Comedy|Drama
58,2075,4.4483223,3,short_head,Mephisto (1981),Drama|War
58,2427,4.4430246,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
58,3162,4.5333796,5,long_tail,Simpatico (1999),Comedy|Drama
59,3008,4.3359585,1,short_head,Last Night (1998),Drama|Sci-Fi
59,1395,4.4750075,2,long_tail,Tin Men (1987),Comedy|Drama
59,2075,4.3011465,3,short_head,Mephisto (1981),Drama|War
59,2427,4.2946596,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
59,2097,4.291559,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
60,3008,4.3568172,1,short_head,Last Night (1998),Drama|Sci-Fi
60,1395,4.49201,2,long_tail,Tin Men (1987),Comedy|Drama
60,2075,4.322928,3,short_head,Mephisto (1981),Drama|War
60,2427,4.316611,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
60,2097,4.313592,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
61,3008,4.4716334,1,short_head,Last Night (1998),Drama|Sci-Fi
61,1395,4.5849915,2,long_tail,Tin Men (1987),Comedy|Drama
61,2075,4.4430203,3,short_head,Mephisto (1981),Drama|War
61,2427,4.437678,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
61,3066,4.530855,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
62,3008,4.2470937,1,short_head,Last Night (1998),Drama|Sci-Fi
62,1395,4.4007382,2,long_tail,Tin Men (1987),Comedy|Drama
62,2075,4.2085176,3,short_head,Mephisto (1981),Drama|War
62,2427,4.20126,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
62,2097,4.1978664,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
63,3008,4.353739,1,short_head,Last Night (1998),Drama|Sci-Fi
63,1395,4.4895034,2,long_tail,Tin Men (1987),Comedy|Drama
63,2427,4.31337,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
63,3505,4.2937465,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
63,358,4.273459,5,short_head,Higher Learning (1995),Drama
64,3008,4.361049,1,short_head,Last Night (1998),Drama|Sci-Fi
64,1395,4.4954553,2,long_tail,Tin Men (1987),Comedy|Drama
64,2075,4.3273487,3,short_head,Mephisto (1981),Drama|War
64,2427,4.3210664,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
64,2097,4.3180637,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
65,3008,4.44872,1,short_head,Last Night (1998),Drama|Sci-Fi
65,1395,4.566518,2,long_tail,Tin Men (1987),Comedy|Drama
65,2427,4.4134855,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
65,2097,4.4108357,4,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
65,3066,4.510229,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
66,3008,4.337862,1,short_head,Last Night (1998),Drama|Sci-Fi
66,1395,4.47656,2,long_tail,Tin Men (1987),Comedy|Drama
66,2075,4.303134,3,short_head,Mephisto (1981),Drama|War
66,2427,4.2966614,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
66,2097,4.293569,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
67,3008,4.01591,1,short_head,Last Night (1998),Drama|Sci-Fi
67,1395,4.210603,2,long_tail,Tin Men (1987),Comedy|Drama
67,2075,3.967075,3,short_head,Mephisto (1981),Drama|War
67,2427,3.9582012,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
67,3066,4.117112,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
68,3008,4.499786,1,short_head,Last Night (1998),Drama|Sci-Fi
68,1395,4.607634,2,long_tail,Tin Men (1987),Comedy|Drama
68,2075,4.4725175,3,short_head,Mephisto (1981),Drama|War
68,2427,4.4674244,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
68,2097,4.4649887,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
69,3008,4.444434,1,short_head,Last Night (1998),Drama|Sci-Fi
69,1395,4.563058,2,long_tail,Tin Men (1987),Comedy|Drama
69,2075,4.4145412,3,short_head,Mephisto (1981),Drama|War
69,2427,4.4089622,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
69,2097,4.406295,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
70,3008,4.342989,1,short_head,Last Night (1998),Drama|Sci-Fi
70,1395,4.4807415,2,long_tail,Tin Men (1987),Comedy|Drama
70,2075,4.3084865,3,short_head,Mephisto (1981),Drama|War
70,2427,4.302057,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
70,2097,4.2989836,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
71,3008,4.428201,1,short_head,Last Night (1998),Drama|Sci-Fi
71,1395,4.5499396,2,long_tail,Tin Men (1987),Comedy|Drama
71,2075,4.3975525,3,short_head,Mephisto (1981),Drama|War
71,2427,4.3918343,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
