user,itemId,score,rank,category,title,genres
53,2075,3.978879,1,short_head,Mephisto (1981),Drama|War
53,1395,4.1012936,2,long_tail,Tin Men (1987),Comedy|Drama
53,2427,3.93473,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
53,3008,3.9288042,4,short_head,Last Night (1998),Drama|Sci-Fi
53,2097,3.924821,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
54,2075,3.9271858,1,short_head,Mephisto (1981),Drama|War
54,1395,4.06899,2,long_tail,Tin Men (1987),Comedy|Drama
54,2427,3.8805783,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
54,3008,3.8742373,4,short_head,Last Night (1998),Drama|Sci-Fi
54,2097,3.870176,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
55,2075,4.326044,1,short_head,Mephisto (1981),Drama|War
55,1395,4.40641,2,long_tail,Tin Men (1987),Comedy|Drama
55,2427,4.3005195,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
55,3008,4.298242,4,short_head,Last Night (1998),Drama|Sci-Fi
55,2097,4.294959,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
56,2075,4.159395,1,short_head,Mephisto (1981),Drama|War
56,1395,4.2551365,2,long_tail,Tin Men (1987),Comedy|Drama
56,2427,4.12909,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
56,423,4.0862656,4,short_head,Blown Away (1994),Action|Thriller
56,3162,4.2455683,5,long_tail,Simpatico (1999),Comedy|Drama
57,2075,4.3587203,1,short_head,Mephisto (1981),Drama|War
57,1395,4.4356985,2,long_tail,Tin Men (1987),Comedy|Drama
57,2427,4.334243,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
57,3008,4.332058,4,short_head,Last Night (1998),Drama|Sci-Fi
57,2097,4.328909,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
58,2075,4.381613,1,short_head,Mephisto (1981),Drama|War
58,1395,4.456186,2,long_tail,Tin Men (1987),Comedy|Drama
58,2427,4.3578806,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
58,3008,4.3557615,4,short_head,Last Night (1998),Drama|Sci-Fi
58,3162,4.4488654,5,long_tail,Simpatico (1999),Comedy|Drama
59,2075,4.2510886,1,short_head,Mephisto (1981),Drama|War
59,1395,4.339028,2,long_tail,Tin Men (1987),Comedy|Drama
59,2427,4.223235,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
59,3008,4.220752,4,short_head,Last Night (1998),Drama|Sci-Fi
59,2097,4.2171726,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
60,2075,4.2569957,1,short_head,Mephisto (1981),Drama|War
60,1395,4.344348,2,long_tail,Tin Men (1987),Comedy|Drama
60,2427,4.229322,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
60,3008,4.2268543,4,short_head,Last Night (1998),Drama|Sci-Fi
60,2097,4.223298,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
61,2075,4.3936033,1,short_head,Mephisto (1981),Drama|War
61,1395,4.4669065,2,long_tail,Tin Men (1987),Comedy|Drama
61,2427,4.3702645,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
61,3008,4.368181,4,short_head,Last Night (1998),Drama|Sci-Fi
61,3162,4.4597125,5,long_tail,Simpatico (1999),Comedy|Drama
62,2075,4.094703,1,short_head,Mephisto (1981),Drama|War
62,1395,4.196429,2,long_tail,Tin Men (1987),Comedy|Drama
62,2427,4.0619035,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
62,3008,4.058958,4,short_head,Last Night (1998),Drama|Sci-Fi
62,2097,4.054844,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
63,2427,4.2275887,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
63,1395,4.342833,2,long_tail,Tin Men (1987),Comedy|Drama
63,3008,4.2251163,3,short_head,Last Night (1998),Drama|Sci-Fi
63,423,4.1883726,4,short_head,Blown Away (1994),Action|Thriller
63,3505,4.183517,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
64,2075,4.256821,1,short_head,Mephisto (1981),Drama|War
64,1395,4.344191,2,long_tail,Tin Men (1987),Comedy|Drama
64,2427,4.229143,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
64,3008,4.2266746,4,short_head,Last Night (1998),Drama|Sci-Fi
64,2097,4.2231174,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
65,2427,4.3184114,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
65,1395,4.4219575,2,long_tail,Tin Men (1987),Comedy|Drama
65,3008,4.3161826,3,short_head,Last Night (1998),Drama|Sci-Fi
65,3162,4.414237,4,long_tail,Simpatico (1999),Comedy|Drama
65,2097,4.31297,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
66,2075,4.2416477,1,short_head,Mephisto (1981),Drama|War
66,1395,4.3305206,2,long_tail,Tin Men (1987),Comedy|Drama
66,2427,4.2135086,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
66,3008,4.2109995,4,short_head,Last Night (1998),Drama|Sci-Fi
66,2097,4.207383,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
67,2075,4.02159,1,short_head,Mephisto (1981),Drama|War
67,1395,4.129742,2,long_tail,Tin Men (1987),Comedy|Drama
67,2427,3.9874825,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
67,3008,3.9845624,4,short_head,Last Night (1998),Drama|Sci-Fi
67,3162,4.1188974,5,long_tail,Simpatico (1999),Comedy|Drama
68,2075,4.405823,1,short_head,Mephisto (1981),Drama|War
68,1395,4.4778247,2,long_tail,Tin Men (1987),Comedy|Drama
68,2427,4.3828893,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
68,3008,4.3808417,4,short_head,Last Night (1998),Drama|Sci-Fi
68,2097,4.377889,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
69,2075,4.3338523,1,short_head,Mephisto (1981),Drama|War
69,1395,4.413414,2,long_tail,Tin Men (1987),Comedy|Drama
69,2427,4.3085766,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
69,3008,4.3063207,4,short_head,Last Night (1998),Drama|Sci-Fi
69,2097,4.3030696,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
70,2075,4.2544603,1,short_head,Mephisto (1981),Drama|War
70,1395,4.3420644,2,long_tail,Tin Men (1987),Comedy|Drama
70,2427,4.2267094,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
70,3008,4.2242346,4,short_head,Last Night (1998),Drama|Sci-Fi
70,2097,4.2206683,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
71,2075,4.3089075,1,short_head,Mephisto (1981),Drama|War
71,1395,4.3910303,2,long_tail,Tin Men (1987),Comedy|Drama
71,2427,4.282842,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
71,3008,4.280516,4,short_head,Last Night (1998),Drama|Sci-Fi
71,2097,4.2771645,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
72,2075,4.234485,1,short_head,Mephisto (1981),Drama|War
72,1395,4.324064,2,long_tail,Tin Men (1987),Comedy|Drama
72,2427,4.2061296,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
72,3162,4.315238,4,long_tail,Simpatico (1999),Comedy|Drama
72,3008,4.2036014,5,short_head,Last Night (1998),Drama|Sci-Fi
73,2427,4.4019866,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
